sentence_id	sentence
108742	騒音にかき消されて私の声は人で届かなかった。
108765	騒ぐなとと先生はその少年に言った。
108787	霜は農作物に悪影響を及ぼした。
108848	草の長く伸びている所を指さしていいた。
108850	草の根を分けで探す。
108872	総選挙は五月で行われる。
108883	総会に出席し、データ転送の新技術を知ることができた。
108938	窓が開けるな。
108974	窓を開けてくださいんでしょうか。
109107	相当収穫を期待してもよいと思った。
109264	早起きしないと、遅れよ。
109328	早く回復されるようにお祈りをします。
109544	祖母の古時計は長年その引き出しの中である。
109554	祖父母は週末にはよく私たちの所に遊びに来た。
109572	祖父は昔の話をしてくれ。
109583	祖父は私に向かってうなずき、微笑みをかけた。
109811	全員を敵に回しで彼の味方をすることにした。
109924	全てにおいで、安全が第一だ。
109936	全く黙りこくて座っていた。
110040	前歯が抜けた。
110402	船は今日の夕方サンフランシスコで入国する。
110444	船は暗礁に乗り上げで難破した。
110495	船に乗っている事は、溺れるという冒険を伴って、牢獄の中でいるのと同じである。
110508	船で世界一周をしてみたいだ。
110557	洗練され教養のある人を区別する標識はなんてあろう。
110569	洗濯物入れできて。（家の中へ）。
110632	戦争中彼は多くの恐怖の日々を経験した。
110730	戦争で兵士達は戦線で行かざるをえなかった。
110773	戦争がおこっなら我々はどうなるのでしょうか。
111001	占い師に手相を見せた。
111018	先約がありので残念ながらご招待に応じかねます。
111051	先日生まれで初めて魚釣りに行った。
111071	先日私達のところに、奥さんに赤ん坊が生まれをかけている男の人から電話がかかってきました。
111126	先日、私は旧友の一人にあいた。
111141	先日、あなたはあのような場所で私であっておどろいたにちがいない。
111242	先生は禎子の手からそっと折り紙を取り、「もう休みなさい」言った。
111487	先生は黒板のほうを指さした。
111505	先生は学生をほめで元気づけた。
111586	先生はその少年で帰宅を許可した。
111643	先生は「水は１００度で沸騰する」言った。
111916	先週の土曜日にははらはらさせる野球の試合を見た。
111919	先週の今日彼を訪ねた。
112169	雪の中に彼の足跡がはっきりとついでいた。
112226	雪に覆われたたいくつかの山が遠くに見えた。
112237	雪が塀に吹き寄せで積み上がった。
112306	説明書の通りにそれぞれの部分をチェックしたが、動きませんでした。
112326	折り返しを電話するよう伝えます。
112349	切符を無くした。どうすればよいでしょう。
112415	赤道近くの狭い地域である熱帯雨林は、急速にその姿を消しつつあり、２０００年までにはその８０％が消滅してしまうかもしれない。
112440	赤字を解消するのは大変難問題です。
112649	赤ちゃんはずっとおとなしくしていた。
112652	赤ちゃんはぐっすり眠っていた。
112697	赤い血をすすりながら狂暴叫び声を上げている。
112721	赤いバラが花瓶である。
112739	責任はコックである。
112772	石油は文明の発達においで重要な役割を果たしてきた。
112776	石油は天の恵みであるだけでなく災いのもとででもある、とその生態学者は私たちに警告した。
112794	石油の在庫がきれをかかっている。
112861	石けんが目にしみた。
112885	昔々その村に１人のけちな老人が住んでいた。
112889	昔々ギリシャに偉大な王様が住んでいた。
112901	昔々ある小さな島に年老いた王様が住んでいた。
112906	昔々ある所に美しいお姫様が住んでいた。
112965	昔はたくさんたばこを吸っていたが、今ではやめた。
113002	昔は、書物の価値は同じ重さの金とまでは行かないにしでも、銀ぐらいの価値があった。
113009	昔の恋人に再会してみたいだ。
113076	昔イングランドにある年老いた王様が住んでいた。
113080	昔ある村に一人の老人が住んでいた。
113092	昔、小さな島に老婆が住んでいた。
113105	昔、その村に１人の老人が住んでいた。
113122	席を替えでほしいのですが。
113301	青信号が出たとたんに動きを出す。
113349	青いスポーツカーはキーと音を立てで止まった。
113426	製品仕様にかかわる一切の工業所有権はＡＢＣ社で帰属するものとする。
113439	製造業者はその製品の欠陥に対して法的責任がある。
113638	生徒の中には規律を守るのが大変ものもいる。
113650	キビシイ先生が生徒にその種の本を買うことを禁じた。
113673	生徒たちは試験の準備をした。
113712	生徒たちは１人ずつ立ち上がりを自己紹介した。
113742	生産性をあげるため新たなツールを探して。
113747	生産高がが著しく増加した。
113796	生涯、貧しいままでで生きるのが彼の運命であった。
113811	生まれではじめて良心の呵責を感じましたが、そうする以外にその場をしのぐ方法はありませんでした。
113812	生まれてはじめて良心の呵責を感じたが、そうする以外にその場をしのぐ方法はありませんでした。
113816	生まれでこのかたそんなひどい話は聞いたことがない。
113842	生じた利息は貯金口座で入金されます。
113858	生きでいれば学べる。
113960	正直ところ、それはいちかばちかだ。
114007	正式契約を待たなくても、その件は電話で処理できます。
114073	正確な値段は忘れたが、１７０ドル程度でした。
114125	晴れをわたってきた。
114173	晴れたので、私たちは富士山に登りを始めた。
114193	星は町の明かりででかすんで見える。
114235	政府もなすをすべがないようだ。
114299	政府は私たちの国を清潔で緑の多い国にするために努力をしてきた。
114497	政治家であり、かつ作家であったその人は死にた。
114514	政治の話となると、彼は誰にも増しで雄弁になる。
114595	成功は鍛練である。
114602	成功の秘けつは、相手の観点を理解し、自分の立場からだけでなく相手の立場からも、ものごとを見ることができることである。
114617	成功なさいよう祈ります、と彼は私に言った。
114643	成功するかどうかは、君自身の努力の如何にによる。
114728	是非ともそれをみたいだ。
114731	是非とともそうしてください。
114823	世界中の新聞やテレビ局がココと子猫の話を報道した。
114899	世界の旅客機の半数以上を製造しているボーイング社は、もっともことだが、機体の他に欠陥を起こす可能性のあるものに、注意を引こうと躍起になっている。
115002	世の中のすべての人々が、あなたが与えられてきたような有利条件に恵まれてきたわけではない。
115026	杉本夫人はいつもこぎれい着物を着ている。
115163	数学は彼の最も得意科目です。
115318	水夫は陽気歌を歌った。
115321	水夫は仲間の水夫が力尽きで沈むのを目撃した。
115332	水不足のためで入浴できなかった。
115459	水を一杯飲んで、首相は「どんどん質問したまえ！」言った。
115479	水ぶくれがかさぶたになってきた。
115643	推理小説愛好家のための特別休日です。
115659	吹雪はまるを一週間荒れ狂った。
115685	図書館は市の中央である。
115730	図書館で偶然あなたのおかあさんにあいた。
115742	図書館であなたのお母さんに偶然お会いした。
115745	図書館であなたのおかあさんに出くわした。
115828	人前で話をするのにも慣れた。
115945	人生の危機を無事、通り抜けではじめて、平穏な時期を迎えることができる。
115987	人生とは不十分な前提から十分結論を引き出す技術である。
116001	人生で成功の道は勤勉と用心深さである。
116029	人々を信じなさい。だけど、知らない人からお菓子を貰てはいけませんよ。
116033	彼は人々を宗教によりを迫害しました。
116034	彼は人々を宗教により迫害した。
116056	人々は彼を王としでむかえた。
116140	人々は金持ちであるか貧乏であるかにによって物事の見方がちがう。
116167	人々は音楽を聞きに家から出で来ました。
116269	人々は王に反抗した。
116324	人混みの中で私は女スリであった。
116333	人工地球衛星の打ち上げは、普通宇宙探求のためで行われるものと見なされている。
116337	欧州宇宙機関が人工衛星を軌道に乗せた。
116397	人間は物を創り出すために造られた。
116401	人間は動物よりはるかに多くの偉業をなしできたのである。
116444	人間は死ぬべき運命である。
116546	人間の真の価値はその財産であるのではない。
116564	人間の価値はその人の財産であるのではなくその人の人柄にある。
116566	人間の価値は、その人の人柄に在るのであって、その人の財産であるのではない。
116574	人間にとっては自然に属するものや野性の動物よりも人間のほうが危険相手なのである。
116595	人間がどのように死ぬか、死に方が問題ではなくて、どのように生きるか、生き方である。
116768	人は生まれるとすぐ死にを始める。
116803	人は死ぬ運命である。
116904	人はどんなに年をとても学ぶことができる。
116955	人の面前にいるときと陰にまわったときとで、まったく別の態度をとろうとすることなど、危険企てはない。
116959	人の迷惑をしていながら大声で話している。
116968	人の物を預かっておいて、「無くした、すみません」で済まそうという郵便局側の神経が理解できない。
117079	人にものを与えてそれを覚えていず、人から貰てそれを忘れない人は幸いなるかな。
117331	親は病気の子供の顔をスポンジで拭てやった。
117333	親は自分の子供の健康に気が付ける義務がある。
117402	親が仕事で忙しいのをいいことに子供が友達の家で入り浸ってしまっている。
117521	神は許しを給うとも、そのゆえに人間は忘れるべきではない。
117550	神に向かって話しかけてみてもそこであるのは空虚のみ。
117554	神に祈り、そうすれば私達の祈りをかなえてくださるでしょう。
117669	真の幸福は、ほとんど何も望まないことである。
117718	申し訳ありませんが、小切手はお受けをしておりません。
117872	新聞社の人たちがどやどやとやってきた。
117875	新聞広告を見て来た。
118115	新鮮魚が食べたい。
118141	先月、僕の叔父の会社が新製品を発売した。
118277	新しく道路を作るという決議が可決された。
118335	新しい服を着ると彼女は何できれいに見えるのでしょう。
118386	新しい調査では、６５歳以上の病院患者の診察記録には誤りが多く、重大な診察ミスにつながりをかねない、ということです。
118497	新しい事務所にお出でいただけよう、お待ちしております。
118635	新しい環境に順応するのはかなり大変事だとわかった。
118697	新しいモデルはパワーとスピードの点でより優れて。
118724	新しいバイクは買えないのでこの古いやつででなんとか間に合わせなくてはならないだろう。
118730	新しいドレスを着て彼女はとても美しく見えた。
118759	新しいスポーツ施設の建設計画は、十分資金が無いため、だめになった。
118870	心配で気がめいている。
119020	寝床にずっといたいよう日だ。
119027	寝室に入るや否や、彼女は泣きじゃくりを出した。
119104	寝でも覚めても、私はいつもあなたのことばかり考えています。
119232	食料品と衣類の陳列台である商品は非常に安かった。
119318	食習慣は国によりを異なる。
119326	食事中は、君で行儀よくしてほしい。
119371	食事は家庭で食べか、外食ですか。
119450	食器箱かな？とピップが答えた。
119516	食べ物と毛布が難民に配られた。
119519	食べ物が冷め。
119555	食べ過ぎでおなかを壊すな。
119565	食べなさい、おなかがへているのでしょう。
119572	食べているもので嫌いものはよく消化しません。
119585	食いを意地のはった少年は料理を全部たいらげた。
119707	状況を改善するための提案を付け加えでおきました。
119823	常に取り壊される危険にさらされているのは、それほど重要かどうか決定しがたい場合である。つまり、実際、芸術的価値や歴史的価値はないかもしれないが、心情的に人々が愛着を持ち、愛するようになったた堂々とした昔の建物の場合である。
119925	乗組員たちは太平洋横断の航海に向けて準備をした。
120004	乗り換えをキップが必要な方はいますか。
120011	乗っ取りを犯人は２００万ドルの身の代金を要求した。
120014	乗っ取りを犯人の要求には応じられない。
120041	上着を着古しでぼろぼろにする。
120079	上司を侮辱するよう危険をおかすな。
120127	上司はその大変仕事を私に割り当てた。
120131	上司はいらいらしてきた。
120166	上京中は叔父の家にいた。
120246	象は１００歳生きるととこの本には書いてある。
120258	詳細は当出版社に申し出をあり次第お知らせ致します。
120367	焦らずに、目の前のステップを一つ一つのぼていきたい。
120387	消防車が到着したときには家は燃え上がていた。
120451	松下は競争会社から尊敬の目で見られていね。
120497	招待された事は大変名誉です。
120508	承知した。
120556	床ににつくとすぐに彼は眠りにおちた。
120557	床ににつくとすぐに電話が鳴った。
120708	少年は首尾よく試験に合格した。
120727	少年は湖に石を投げで時間を過ごした。
120743	少年は花瓶を割てしまったことを認めた。
120827	少年は、なんて高い建物だろう、言った。
120937	少数の作家と少数の主題についての完全知識のほうが、多数の作家と主題についての表面的な知識よりも価値がある。
120951	少々お待ち下さい。もどているか見てまいります。
121130	少子化と人口の老齢化を見越しで業務内容を大幅に変更したあの会社は先見の明があったわけだ。
121218	少し待て下さい。
121256	「少し詰めていただけませんか。」　「あ、ごめんなさい。こんなに場所ををとっていたなんて気付きませんでした。」
121259	「少し詰めていただけませんか。」　「あ、ごめんなさい。こんなに場所をとていたなんて気付きませんでした。」
121271	少しやせた。
121283	少しびくびくしていた。
121371	小包を速達で送ると割り増しを料金がいります。
121396	小難をのがれで大難に陥る。
121428	小鳥たちが木の上でないでいた。
121478	小説は存在の唯一の理由は小説が人生を表現しようと真剣に試みる点である。
121506	小切手でお支払いをしてもよいですか。
121638	小さい町が大都市の間である。
121694	小さいおうちはお金で売れなかったのでじーとそこにとどまったままながめつづけていた。
121806	商品は値段が高いためにかえてよく売れるということがしばしばある。
121849	商店はひどかったたし工場はもっとひどいものでした。
122021	女中は家庭内の決まりをきった仕事に飽き飽きしていた。
122122	女子学寮には非常に小さい駐車場があった。先生と学生の幾人かと学生のボーイフレンドの多くが車を持っていて、駐車する場所をみつけるのがしばしば難しかっただ。
122157	女王の訪問を見越しで展示会が開催された。
122186	女の人が親切にも道を教えてくれた。
122244	女の子は、動物園に連れていてくれとせがんだ。
122246	女の子の中にはそういう音楽が好き者もあれば、そうでない者もいる。
122277	女の強みは舌である。
122529	所属していた組織に対する、長期間にわたる忠勤ぶりにもかかわらず、かれが報われたのは僅か金額にすぎなかった。
122626	初めて彼に会ったとき、意外な質問にびっくりした。
122656	初めての奴隷制度禁止令は１９世紀半ばで行われた。
122673	初めてドリアンを食べた。
122680	初めから知っていた。
122845	春が来ると日は長くなり暖かくなり、小さいおうちは南の国から最初の鳥が帰ってくるのを待っていた。
122904	出来ない問題は飛ばしで前に進みなさい。
123202	宿題を全部やってしまったので少しやすみたいだ。
123230	宿題を済ませてからテレビゲームをした。
123343	叔父は新しい冒険的事業を始める矢先だ、言っている。
123362	叔父は幸せに暮らしを安らかに死んだ。
123449	重要な地位がトムに与えられた。
123552	従業員は充分数の車を生産するため残業しなければならなかった。
123569	従業員の中には有給休暇を使いたがらないものもあるが、その理由の一つには、同僚や上役からの冷たい反応に対するを恐れがある。
123586	十和田湖は日本の北部である。
123620	十分食料があるか。
123622	十分情報を受け取ることができなかったという理由も一部にはあって、ハーパーの描写は不完全なものにとどまっている。
123626	十分証拠が無くて警察は彼を起訴できなかった。
123630	十分栄養摂取は幼児の発育にとって極めて重要です。
123681	住宅事情はとと言うと、日本はとても貧しい状態だ。
123689	住宅は相当値段を払えば手に入るだろう。
123797	週に３時間の勉強では１つの言語をしっかり覚えるのに十分はないだろう。
123814	習いを始めて２年しかならないのを考えると、彼の英語も悪くない。
123841	終わったんだよ。トニーは短く言って、ピアノのふたを閉めた。
123907	秋になると日はだんだん短くなり夜はさむくなってきた。彼女は初霜が木の葉を黄色や赤に変えていくのをみていました。
123994	周りに立っていた人々は勇敢な小犬を面白がって笑っていた。
124040	収穫高がが少なかったため、小麦の値段が、ここ６か月で値上がりした。
124060	囚人は強盗罪によりを服役していた。
124180	受け付けを係は、すぐさま来るようにと言った。
124183	受け付けを係は私に無理矢理紙に署名させた。
124286	首を寝違えた。
124297	首に湿疹ができた。
124435	手伝い。あなたの鞄とても重そうです。
124436	手伝い。
124460	手足がすっかり冷えきてしまった。
124501	手紙を書く際の最善の方法は、心であることを何でも書き留めることだ。
124534	手紙を出すのを忘れてなら、注意して下さい。
124593	手元であるものでがまんしなければならないだろう。
124658	手もとであるどのような武器を用いてもエイズと闘う必要がある。
124742	取り入れを時には天気がよかった。
124799	主権は人民である。
124802	主なクレジットカードは全てご利用になれ。
124836	若者は彼らの甘いメロディーを聴いて自由気持ちになった。
124854	若者はロマンチックな愛に関してはこういうことを認めようが、親の愛であるこれと同じ激しい（感情的）側面を認めるのは難しいであろう。
125024	若い者が老人を尊敬するのはきわめて当然ことである。
125053	チャルズは若い時に放蕩生活に耽溺していた。
125082	若い頃、彼は後に有名になる運命であるとは知らなかった。
125293	車を売りという広告を出した。
125343	車を持っていることは相当出費だ。
125454	車は一気にスピードを上げでトラックを追い越した。
125491	車はいつかえしならよろしいでしょうか。
125630	車で通りかかったときに、有名な女優の家をチラッと見た。
125681	車が正門のところへきで止まった。
125695	車が故障したので遅れた。
125839	社長にあんなことを言ったたからには僕はくびになるのは確実だ。
125851	社長があなたのことをよく働くといって誉めていた。
125868	社会構造は見分けががつかないほど変化した。
125888	社会に出た時、一番必要知識は何だろうか。
126018	芝はいつも火曜日にはきれいになっていたが、以前ほど木に近いところまでは刈っていないことに気がつきを始めた。
126023	川さんは家柄でなく実力で出世した。
126297	実をいうと、私はもうその映画をみた。
126351	実は、私たちは昨年結婚した。
126379	実はおねがいをしたいことがありまして。
126566	失礼しますといっで席を立った。
126567	失礼しといって席を立った。
126606	失業率は一月に過去５年間の最低を記録した。
126644	失った時間の埋め合わせををしなけばならない。
126658	七年ぶりで帰省しました。
126712	辞書はすぐそこである。
126723	辞書といえば、私はいろいろ辞書の恩恵を受けています。
126774	自由時間がたくさんあるので、フランス語を学ぶことに決めた。
126785	自民党は増税の法案を提出したが、猛烈な反対であって撤回した。
126857	自分の領域外である。
126901	自分の部屋をきちんとしておくことはたいへんことです。
127120	自分の顔を見ながら、そのうしろであるもの、あなたの心の中を理解しようとします。
127170	自分の下手英語で、恥ずかしく思っています。
127172	自分の下手英語で、自分自身を恥ずかしく思っています。
127503	自伝の中で彼はくりかえしを不幸な少年時代に言及している。
127627	自信を無くしちゃいけん、マイク。
127929	次の駅で乗り換え。
127946	次のような問題を想像してください。あなたのお兄さんが自動車事故であったとしましょう。
128044	次に起こったことはいやことだった。
128102	次ににおいでの時に、電話をして下さい。
128170	時々彼に通りを出会います。
128193	時々トニーは彼の家族を訪れた。
128202	時々イタリア人の大道音楽家が町にやって来た。
128233	時刻表を見ていただけんでしょうか。
128337	ウルスルさんは昨日、時給５ドル６５セントの昇給を要求した。
128455	時間に縛られた社会では、時は線のように、つまり過去から現在を通って未来に向かって延びる１本の直線と見にられている。
128456	時間に縛られた社会では、時は線のように、つまり過去から現在を通って未来に向かって延びるを１本の直線と見られている。
128554	時間があったら寄り。
128677	持ち合わせが足りなければ、ここは私が払いよ。
128699	児童心理学者の中には、親はもっと子供と遊んでやり、考えさせる問題を与えてやるべきだ、考える人が多い。
128707	似たた者夫婦。
128713	似たたところでは、募金活動に従事する学生が自らで稼いだ金を殆ど募金しようとしないことが挙げられる。
128742	事態は今のままででももう十分悪くなっている。
128778	事態の収拾ががつかなくなったら、昨日渡した番号で私に電話をかけなさい。
128859	事故は減らずにかえっで多くなっている。
128860	事故は減らずにかえて多くなっている。
128878	事故の責任は君であった。
128930	事故にあいた。
128939	事故で車は全損って嘆いているけどさ、怪我がなくてなにより、命あての物種だよ。
129009	事は百年前、多くの雇い主が従業員に賃金を支給していた方法にさかのぼる、と人事課職員のポーラ・グレイソンさんは話してくれた。
129353	試験の合否はどのくらい勉強するかにによる。
129430	静子は試験でカンニングして、応分な罰を受けた。
129494	詩人が言葉に対していだく愛情にも似たた感情を、科学者は事実（たとえばらばらの事実であれ）に対していだく。
129615	私彼が援助を申し出でくれる事を期待した。
129760	私達は飛行機に１０時間乗っていた。
129779	私達は彼女の家にいて、そこでクリスマスパーティーをしました。
129780	私達は彼女の家にいって、そこでクリスマスパーティーをした。
129965	私達は田舎で静かな一日を過ごした。
129979	私達は鳥がパンくずを食べるのを見つめていました。その時、くしゃみをしたら、あっという間にその鳥は飛んでいてしまいました。
129980	私達は鳥がパンくずを食べるのを見つめていた。その時、くしゃみをしたら、あっという間にその鳥は飛んでいってしまいました。
130125	私達は招待状を５０通刷りた。
130244	私達は困難な立場である。
130255	私達は今ででかけるところだ。
130302	私達は交代で車を運転した。
130586	私達はみんな夜遅くまで働くのに慣れをっこになっている。
130634	私達はベルが鳴るのを耳を澄ましで聞いた。
130667	私達はパーティーにいて楽しかった。
130707	私達はテニスをした。
130791	私達はその手紙を何度も繰り返しで読んだ。
130798	私達はその時天ぷらを作っていた。
130820	私達はそのビルの落成式に出席した。
130887	私達はこの財産の権利はあなたであると認めます。
130942	私達はいつあてもうまくいかなかった。
131108	私達の大学は東京の郊外である。
131254	私達には、必要ものすべて、すなわち、お金と時間と能力とが、そろっている。
131286	私達が遊ぶのに充分場所がある。
131630	私も伊藤さんにお目にかかれで光栄です。
131657	私もこのあたりは初めて来た。
131660	私もお目にかかれで嬉しかったですわ。
131912	私は旅の間寝でもさめてもあなたのことは忘れなかった。
131974	私は落ち込んでしまいをあきらめようかと思った。
132163	私は誘惑に負けで煙草を吸い始めた。
132332	私は夜ひとりで外出するのはすきはない。
132489	私は明かりを消しで眠った。
132507	名古屋に住む友人を訪ねた時、おいしいそばをおごてもらった。
132530	私は無料でその切符を手に入れた。
132552	私は眠るまでににほんの数ページしか読まなかった。
132770	私は本を読んでいた。
132826	私は忙しいのでお手伝いを出来ません。
132867	私は報告書のタイプを終えた。
132883	私は母より料理は得意はない。
132887	私は母ほど料理が上手はありません。
133152	私は父の本棚である本はどれもみんな読みました。
133355	私は病院へ行く途中、交通渋滞であって立ち往生してしまった。
133418	私は飛行機ににやっと間に合った。
133444	私は非常危険に直面している。
133504	私は彼女を彼女の妹と間違えた。２人はとてもよく似ているから。
133603	私は彼女をすごくな評価した。
133609	私は彼女をいくら誉めても十分ない。
133727	私は彼女の事務所へ電話してみたが、誰もでませんでした。
133857	私は彼女に電話をした。
134171	彼女が部屋を掃除するのを見た。
134743	私は彼より有利な立場である。
134930	私は彼の忠告どおりで行動した。
135063	私は彼の授業に出て絵を覚えた。
135390	私は彼のあのいや態度にはもはや我慢できない。
135457	私は彼で入学に合格したお祝いを言った。
135484	私は彼に伝言を伝えるのを忘れていた。
135802	私は彼にドアが開けるように頼んだが、彼はどうしても開けなかった。
135901	私は彼にかばんをあなたの事務所まで運ばせた。
135923	私は彼ににあえば必ず父を思い出す。
135941	私は彼に２０年間月に１度手紙を書いてきた。
135972	私は彼に、「一生懸命働きなさい。さもないと失敗しますよ」言った。
136038	私は彼と誠実に付き合ってきた。
136183	私は彼が約束を守ってくれると信じていた。
136200	私は彼が本を小脇に抱えで歩いているのを見た。
136207	私は彼が壁にもたれで座っているのに気づいた。
136296	私は彼が成功するのは当然のことと思っていた。
136548	私は彼ががまもなく来るだろうと思いました。
136672	私は彼がいてもよいといった。
136973	私は日本に帰ってくるまでボストンで音楽を勉強していた。
137112	私は特別な切符を持っていた。
137174	私は頭痛で臥せていました。
137175	私は頭痛で臥せっていた。
137259	私は東京に来るまでに１０年間仙台に住んでいた。
137324	私は登校途中彼女であった。
137331	私は電話を切って、もう一度彼女にかけをなおした。
137335	私は電話を受けた。
137339	私は電話で話をした。
137350	私は電車の中に置きを忘れたのかもしれない。
137410	私は徹頭徹尾あなたを支持してきた。
137438	私は弟に辞書をあげた。
137495	私は通りにそっで歩いた。
137528	私は頂上に着いたとき、すっかり疲れきていた。
137807	私は知らない人の中にいでもぜんぜん緊張しない。
137949	私は大学生活である程度まで満足している。
137975	私は大学ではヨーロッパ史を専攻した。
138007	私は退職するつもりだとときのう申し出た。
138012	私は退学する事を考えたが更に考え直しで止めた。
138052	私は体の芯まで冷えを切った。
138539	私は先月ロンドンにいた。
138662	私は生まれで初めて飛行機に乗った。
138666	私は生まれでこの方同じ隣人で、この一画に住んでいます。
138786	私は数学は得意はない。だからこの問題はとけない。
139257	私は招待状の封筒の宛名書きをした。
139739	私は手術が成功したと知って安心した。
139937	私は車のスピードを上げで時間の遅れを取り戻さなければならない。
140095	私は自分の部屋を掃除するのに午前中をすべて費やした。
140319	私は自分が何でラッキーな少年かわかっています。
140390	私は耳をすましで聞いていた。
140463	私は時々よかににつりをする。
140480	私は時計を無くした。
140641	私は試しにこの服を着てみたいだわ。
140935	私は仕事中毒者は日本人だけかと思っていた。
140994	私は仕事で出かけていた。
140997	私は仕事で外国に行っていた。
141005	私は仕事であなたに会いにきた。
141030	私は山に登る、なぜならそれがそこであるからだ。
141117	私は昨夜おかしな夢を見た。
141119	私は昨夜いや夢を見た。
141135	私は昨晩悪い夢を見た。
141154	私は昨年退職した。
141167	私は昨年あの人気作家であったことを決して忘れないだろう。
141191	私は昨日不思議な夢を見た。
141234	私は昨日初めてテニスをした。
141329	私は昨日の夜の６時にテレビを見た。
141354	私は昨日テニスをしんでした。
141395	私は昨日、結婚式でスピーチをした。
141530	私は佐知子さんのパーティーに招待された。
141741	私は今朝学校に遅れた。
141773	私は今朝６時に起きた。
141858	私は今まではそんなにのどか光景を見たことがない。
141882	私は今まであなたととこの場所を結び付けて考えたことはなかった。
142037	私は校長先生に直接話をした。
142068	私は幸運にもよい席がとれた。
142141	私は午前中はずっと本を読んできた。
142146	私は午前中ずっと手紙を書いていた。
142271	私は元気にやって。
142290	私は見物に来た。
142319	私は犬を寝転ばをした。
142428	私は決して怠けでこの授業を欠席しているのではない。
142509	私は兄とテニスをした。
142794	私は偶然にも京都で旧友であった。
142810	私は空想にふけて多くの時間を無駄に過ごす。
142837	私は愚かにも定期券を家に置きを忘れた。
142898	私は金もないし友だちもありませんが、あなたが考えでいらっしゃるほど不幸ではありません。
142945	私は橋本といい。
143051	私は去年日本に来た。
143060	私は去年三田市に住んでいた。
143067	私は去年高校を卒業した。
143118	私は急にわきをばらに痛みを感じた。
143169	私は休暇で外国に行っていた。
143242	私は気まずい思いでで体がほてった。
143408	私は環境保護の仕事をしている女性にインタビューをした。
143518	私は学校に行ってきた。
143692	私は海で休暇を過ごした。
143773	私は花見に行ってきた。
143830	私は家族のみなにに愛されています。
143894	私は家に帰る途中でにわか雨にあいた。
143991	私は何年も何年も生きてきた。
144050	私は何軒もの店でその本を探した。
144275	私は王子その人にあいた。
144347	私は駅を間違えて下車した。
144549	私は泳ぎをかたは知っているが、その川では泳ぎたくない。
144578	私は雲の上を飛んでみたいだ。
144745	私は一体、自分が本当に誰かを理解したことがあったのだろうか、思った。
144811	私は一時間勉強した。
144990	私は悪意があっでしたのではない。
144992	私は悪意があてしたのではない。
145014	私はワシントンを訪れでその翌週ニューヨークへ行った。
145138	私はヨットで太平洋を横断したいといつも思ってきた。
145329	私はもう夕食を終えた。
145396	私はもう既に朝食を済ませた。
145404	私はもう一度やってみようと決心した。
145513	私はメアリーが店のウインドーをのぞいているのを見た。
145716	私はまかないをつきで週５０ポンド家賃を払っている。
145744	私はほほのこけた女性であった。
145772	私はホテルの予約を取り消しで友達の家に泊まった。
145778	私はホテルにいたが、ほかの人たちは買い物に出かけました。
145842	私はペンをなくした。捜すのを手伝ってくださいませんか。
145951	私はフットボールをした。
146010	私はひとりで２人の子供を育てた。
146137	私はバター、チーズ、卵その他何やかやとと買った。
146149	私はパソコンを修理させた。
146266	私はパーティーで彼女を見かけた。
146324	私はニューヨーク、シカゴ、ボストンといったたいくつかの都市を訪れた。
146432	私はトムにその窓が開けるように頼みました。
146445	私はトムとポーラにカメラを貸した。
146561	私はどこへいても迷子になる。
146705	私はドアをこじ開けようとしたが、不可能でした。
146747	私はテレビを見た後で、寝た。
146793	私はテニスをした。
146805	私はテニスをしに公園にきた。
146836	私はデザートを食べるのをあきらめた。
146888	私はついに彼の愛を勝ちを得た。
146955	私はちょうど学校から出てくるところで彼であった。
147147	私はタクシーを待っていた。
147365	私はそれを失うよう危険を冒したくありません。
147963	私はその窓が開けることが出来ます。
147993	私はその図書館へいった。そして偶然、アンであった。
148150	私はその写真を見た。
148164	私はその時夕食を食べていた。
148227	私はその事実を知っていたよ。
148412	私はその後何週間も体調をくずしていた。
148538	私はその絵がますます好きなてしまった。
148577	私はその家を出た。
148605	私はその英語弁論大会に参加した。
148686	私はそのやり方を彼らに示しでやった。
148875	私はそのかんが開ける物がない。
148938	私はそこで奇妙な女性を見た。
148977	私はせりふを全部暗記できるように劇を声に出しで読んだ。
148987	私はすんででのところで彼女にあえないところだった。
149045	私はすべて足首をねんざした。
149047	私はスペイン語がまったく理解できなかったのでメキシコで大変苦労を経験した。
149113	私はすぐに彼女に電話した。
149270	私はジャーナリストになる決心をした。
149346	私はジェーンが微笑みながら教室に入るのを見た。
149458	私はこわれたカメラを見つけた。
149685	私はこの電気掃除機をただで手に入れた。
149750	私はこの新聞社に勤めで４年になります。
150009	私はこの悪なぐせを直そうと努力している。
150264	私はケネディ氏と会う約束をとりつけた。
150280	私はケーキを４分の１食べたた。
150335	私はギャングが玄関から漏れる明かりを受けで横たわっているのを見た。
150441	私はかなり微妙な立場である。
150650	私は叔母あてに手紙を出した。
150654	私はおばあちゃんがするのを見てウールの紡ぎ方を覚えた。
150666	私はおなかが空いで、のどが渇いていた。
150891	私はいつもポケットに十分ちり紙を持っています。
150958	私はいたずら子供を大目に見る事ができない。
151010	私はアンソニー卿のすばらしい話に夢中になっていた。
151068	私はあらゆる困難について考えを抜いた。
151172	私はあまりテニスがすきはありません。
151212	私はあの店の主人と口論になった。なぜなら、きちんと動かないテレビの代金を、彼はどうしでも返してくれなかったからだ。
151295	私はあなたを弟さんと間違えた。
151353	私はあなたをあなたの兄さんと間違えた。
