sentence	predicted	label	kotogram
うまかー。	neutral	hakataben	⌈ˢうまᵖadjective:general:adjective:stemᵇうまいᵈうまいʳウマ⌉⌈ˢかーᵖparticle:sentence-final-particleʳカー⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
うまかー！	neutral	hakataben	⌈ˢうまᵖadjective:general:adjective:stemᵇうまいᵈうまいʳウマ⌉⌈ˢかーᵖparticle:sentence-final-particleʳカー⌉⌈ˢ！ᵖauxiliary-symbol:periodᵇ!ᵈ!ʳ!⌉
うまかばい、これ。	neutral	hakataben	⌈ˢうまᵖnoun:common-nounʳウマ⌉⌈ˢかᵖparticle:sentence-final-particleʳカ⌉⌈ˢばいᵖparticle:sentence-final-particleʳバイ⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢこれᵖpronounʳコレ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
うまい話に飛びついたら身ぐるみ剥がされるのがオチだ。	sonkeigo	neutral	⌈ˢうまいᵖadjective:general:adjective:attributiveʳウマイ⌉⌈ˢ話ᵖnoun:common-noun:suru-possibleʳハナシ⌉⌈ˢにᵖparticle:case-particleʳニ⌉⌈ˢ飛びついᵖverb:general:godan-ka:conjunctive-i-soundᵇ飛びつくᵈ飛びつくʳトビツイ⌉⌈ˢたらᵖauxiliary-verb:auxv-ta:conditionalᵇたᵈたʳタラ⌉⌈ˢ身ぐるみᵖnoun:common-nounʳミグルミ⌉⌈ˢ剥がさᵖverb:general:godan-sa:imperfectiveᵇ剥がすᵈ剥がすʳハガサ⌉⌈ˢれるᵖauxiliary-verb:auxv-reru:attributiveʳレル⌉⌈ˢのᵖparticle:pre-noun-particleʳノ⌉⌈ˢがᵖparticle:case-particleʳガ⌉⌈ˢオチᵖnoun:common-noun⌉⌈ˢだᵖauxiliary-verb:auxv-da:terminalʳダ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
うわっ？これ、すごくおいしいじゃないか！		neutral	⌈ˢうわっᵖinterjection:generalʳウワッ⌉⌈ˢ？ᵖauxiliary-symbol:periodᵇ?ᵈ?ʳ?⌉⌈ˢこれᵖpronounʳコレ⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢすごくᵖadjective:general:adjective:conjunctiveᵇすごいᵈすごいʳスゴク⌉⌈ˢおいしいᵖadjective:general:adjective:terminalʳオイシイ⌉⌈ˢじゃᵖauxiliary-verb:auxv-da:conjunctive-fusedᵇだᵈだʳジャ⌉⌈ˢないᵖadjective:non-self-reliant:adjective:terminalʳナイ⌉⌈ˢかᵖparticle:sentence-final-particleʳカ⌉⌈ˢ！ᵖauxiliary-symbol:periodᵇ!ᵈ!ʳ!⌉
うわっ？これ、勉強に運動神経、全てのパラメータがMAXじゃないか！おまけにお金もカンストするまで貯まってる・・・すげえ。	neutral	hakataben	⌈ˢうわっᵖinterjection:generalʳウワッ⌉⌈ˢ？ᵖauxiliary-symbol:periodᵇ?ᵈ?ʳ?⌉⌈ˢこれᵖpronounʳコレ⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢ勉強ᵖnoun:common-noun:suru-possibleʳベンキョウ⌉⌈ˢにᵖparticle:case-particleʳニ⌉⌈ˢ運動神経ᵖnoun:common-nounʳウンドウシンケイ⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢ全てᵖnoun:common-noun:adverb-possibleʳスベテ⌉⌈ˢのᵖparticle:case-particleʳノ⌉⌈ˢパラメータᵖnoun:common-noun⌉⌈ˢがᵖparticle:case-particleʳガ⌉⌈ˢMAXᵖnoun:proper-nounʳマックス⌉⌈ˢじゃᵖauxiliary-verb:auxv-da:conjunctive-fusedᵇだᵈだʳジャ⌉⌈ˢないᵖadjective:non-self-reliant:adjective:terminalʳナイ⌉⌈ˢかᵖparticle:sentence-final-particleʳカ⌉⌈ˢ！ᵖauxiliary-symbol:periodᵇ!ᵈ!ʳ!⌉⌈ˢおまけᵖnoun:common-nounʳオマケ⌉⌈ˢにᵖparticle:case-particleʳニ⌉⌈ˢお金ᵖnoun:common-nounʳオカネ⌉⌈ˢもᵖparticle:binding-particleʳモ⌉⌈ˢカンストᵖnoun:common-noun⌉⌈ˢするᵖverb:non-self-reliant:sa-irregular:attributiveʳスル⌉⌈ˢまでᵖparticle:adverbial-particleʳマデ⌉⌈ˢ貯まっᵖverb:general:godan-ra:conjunctive-geminateᵇ貯まるᵈ貯まるʳタマッ⌉⌈ˢてるᵖauxiliary-verb:e-ichidan-ta:terminalʳテル⌉⌈ˢ・ᵖauxiliary-symbol:general⌉⌈ˢ・ᵖauxiliary-symbol:general⌉⌈ˢ・ᵖauxiliary-symbol:general⌉⌈ˢすげえᵖadjective:general:adjective:terminalʳスゲエ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
ええ加減にしとき。	neutral	kansaiben	⌈ˢえᵖinterjection:fillerʳエ⌉⌈ˢえᵖinterjection:fillerʳエ⌉⌈ˢ加減ᵖnoun:common-noun:suru-possibleʳカゲン⌉⌈ˢにᵖparticle:case-particleʳニ⌉⌈ˢしᵖverb:non-self-reliant:sa-irregular:conjunctiveᵇするᵈするʳシ⌉⌈ˢときᵖnoun:common-noun:adverb-possibleʳトキ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
ええ加減にしなはれ、みっともない。	neutral	kansaiben	⌈ˢえᵖinterjection:fillerʳエ⌉⌈ˢえᵖinterjection:fillerʳエ⌉⌈ˢ加減ᵖnoun:common-noun:suru-possibleʳカゲン⌉⌈ˢにᵖparticle:case-particleʳニ⌉⌈ˢしᵖverb:non-self-reliant:sa-irregular:conjunctiveᵇするᵈするʳシ⌉⌈ˢなはれᵖverb:non-self-reliant:godan-ra:imperativeᵇなはるᵈなはるʳナハレ⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢみっともないᵖadjective:general:adjective:terminalʳミットモナイ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
ええ、そうすれば感謝されるということは重々分かっています。だけどそれは僕をこの上もなく退屈させるのです。	sonkeigo,danseigo	sonkeigo,kansaiben,danseigo	⌈ˢええᵖinterjection:generalʳエエ⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢそうᵖadverbʳソウ⌉⌈ˢすれᵖverb:non-self-reliant:sa-irregular:conditionalᵇするᵈするʳスレ⌉⌈ˢばᵖparticle:conjunctive-particleʳバ⌉⌈ˢ感謝ᵖnoun:common-noun:suru-possibleʳカンシャ⌉⌈ˢさᵖverb:non-self-reliant:sa-irregular:imperfective-saᵇするᵈするʳサ⌉⌈ˢれるᵖauxiliary-verb:auxv-reru:terminalʳレル⌉⌈ˢとᵖparticle:case-particleʳト⌉⌈ˢいうᵖverb:general:godan-waa:attributiveʳイウ⌉⌈ˢことᵖnoun:common-nounʳコト⌉⌈ˢはᵖparticle:binding-particleʳハ⌉⌈ˢ重々ᵖadverbʳジュウジュウ⌉⌈ˢ分かっᵖverb:general:godan-ra:conjunctive-geminateᵇ分かるᵈ分かるʳワカッ⌉⌈ˢてᵖparticle:conjunctive-particleʳテ⌉⌈ˢいᵖverb:non-self-reliant:i-ichidan-a:conjunctiveᵇいるᵈいるʳイ⌉⌈ˢますᵖauxiliary-verb:auxv-masu:terminalʳマス⌉⌈ˢ。ᵖauxiliary-symbol:period⌉⌈ˢだᵖauxiliary-verb:auxv-da:terminalʳダ⌉⌈ˢけどᵖparticle:conjunctive-particleʳケド⌉⌈ˢそれᵖpronounʳソレ⌉⌈ˢはᵖparticle:binding-particleʳハ⌉⌈ˢ僕ᵖpronounʳボク⌉⌈ˢをᵖparticle:case-particleʳヲ⌉⌈ˢこのᵖattributiveʳコノ⌉⌈ˢ上ᵖnoun:common-noun:adverb-possibleʳウエ⌉⌈ˢもᵖparticle:binding-particleʳモ⌉⌈ˢなくᵖadjective:non-self-reliant:adjective:conjunctiveᵇないᵈないʳナク⌉⌈ˢ退屈ᵖnoun:common-noun:pos2-unk2ʳタイクツ⌉⌈ˢさᵖverb:non-self-reliant:sa-irregular:imperfective-saᵇするᵈするʳサ⌉⌈ˢせるᵖauxiliary-verb:e-ichidan-sa:attributiveʳセル⌉⌈ˢのᵖparticle:pre-noun-particleʳノ⌉⌈ˢですᵖauxiliary-verb:auxv-desu:terminalʳデス⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
ええ、その通りです。	kansaiben	neutral	⌈ˢええᵖinterjection:generalʳエエ⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢそのᵖattributiveʳソノ⌉⌈ˢ通りᵖnoun:common-noun:counter-possibleʳトオリ⌉⌈ˢですᵖauxiliary-verb:auxv-desu:terminalʳデス⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
ええ、ほとんど私と同じくらいの背丈になっていますよ。	kansaiben	neutral	⌈ˢええᵖinterjection:generalʳエエ⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢほとんどᵖnoun:common-noun:adverb-possibleʳホトンド⌉⌈ˢ私ᵖpronounʳワタクシ⌉⌈ˢとᵖparticle:case-particleʳト⌉⌈ˢ同じᵖattributiveʳオナジ⌉⌈ˢくらいᵖparticle:adverbial-particleʳクライ⌉⌈ˢのᵖparticle:case-particleʳノ⌉⌈ˢ背丈ᵖnoun:common-nounʳセタケ⌉⌈ˢにᵖparticle:case-particleʳニ⌉⌈ˢなっᵖverb:non-self-reliant:godan-ra:conjunctive-geminateᵇなるᵈなるʳナッ⌉⌈ˢてᵖparticle:conjunctive-particleʳテ⌉⌈ˢいᵖverb:non-self-reliant:i-ichidan-a:conjunctiveᵇいるᵈいるʳイ⌉⌈ˢますᵖauxiliary-verb:auxv-masu:terminalʳマス⌉⌈ˢよᵖparticle:sentence-final-particleʳヨ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
ええ、オレンジジュースをお願いします。	kansaiben	neutral	⌈ˢええᵖinterjection:generalʳエエ⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢオレンジジュースᵖnoun:common-noun⌉⌈ˢをᵖparticle:case-particleʳヲ⌉⌈ˢおᵖprefixʳオ⌉⌈ˢ願いᵖverb:non-self-reliant:godan-waa:conjunctiveᵇ願うᵈ願うʳネガイ⌉⌈ˢしᵖverb:non-self-reliant:sa-irregular:conjunctiveᵇするᵈするʳシ⌉⌈ˢますᵖauxiliary-verb:auxv-masu:terminalʳマス⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
ええ、今度是非伺いたいです！	kansaiben	kenjogo,kansaiben	⌈ˢええᵖinterjection:generalʳエエ⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢ今度ᵖnoun:common-noun:adverb-possibleʳコンド⌉⌈ˢ是非ᵖadverbʳゼヒ⌉⌈ˢ伺いᵖverb:general:godan-waa:conjunctiveᵇ伺うᵈ伺うʳウカガイ⌉⌈ˢたいᵖauxiliary-verb:auxv-tai:terminalʳタイ⌉⌈ˢですᵖauxiliary-verb:auxv-desu:terminalʳデス⌉⌈ˢ！ᵖauxiliary-symbol:periodᵇ!ᵈ!ʳ!⌉
ええ、昨日行ったわ。	joseigo	kansaiben,joseigo	⌈ˢええᵖinterjection:generalʳエエ⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢ昨日ᵖnoun:common-noun:adverb-possibleʳキノウ⌉⌈ˢ行っᵖverb:non-self-reliant:godan-ka:conjunctive-geminateᵇ行くᵈ行くʳイッ⌉⌈ˢたᵖauxiliary-verb:auxv-ta:terminalʳタ⌉⌈ˢわᵖparticle:sentence-final-particleʳワ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
ええいいわ、でもまずは夕食にしましょうよ。	kansaiben	kansaiben,joseigo	⌈ˢええᵖinterjection:generalʳエエ⌉⌈ˢいいᵖadjective:non-self-reliant:adjective:terminalʳイイ⌉⌈ˢわᵖparticle:sentence-final-particleʳワ⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢでᵖparticle:case-particleʳデ⌉⌈ˢもᵖparticle:binding-particleʳモ⌉⌈ˢまずᵖadverbʳマズ⌉⌈ˢはᵖparticle:binding-particleʳハ⌉⌈ˢ夕食ᵖnoun:common-nounʳユウショク⌉⌈ˢにᵖparticle:case-particleʳニ⌉⌈ˢしᵖverb:non-self-reliant:sa-irregular:conjunctiveᵇするᵈするʳシ⌉⌈ˢましょうᵖauxiliary-verb:auxv-masu:volitional-presumptiveᵇますᵈますʳマショウ⌉⌈ˢよᵖparticle:sentence-final-particleʳヨ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
ええと。。。	kansaiben	kansaiben,hakataben	⌈ˢええᵖinterjection:generalʳエエ⌉⌈ˢとᵖparticle:case-particleʳト⌉⌈ˢ。ᵖauxiliary-symbol:period⌉⌈ˢ。ᵖauxiliary-symbol:period⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
えっへんと大いばりでアリスは胸を張った。	neutral	kansaiben	⌈ˢえっᵖinterjection:generalʳエッ⌉⌈ˢへんᵖnoun:common-nounʳヘン⌉⌈ˢとᵖparticle:case-particleʳト⌉⌈ˢ大いばりᵖnoun:common-nounʳオオイバリ⌉⌈ˢでᵖparticle:case-particleʳデ⌉⌈ˢアリスᵖnoun:proper-noun:person-name⌉⌈ˢはᵖparticle:binding-particleʳハ⌉⌈ˢ胸ᵖnoun:common-nounʳムネ⌉⌈ˢをᵖparticle:case-particleʳヲ⌉⌈ˢ張っᵖverb:general:godan-ra:conjunctive-geminateᵇ張るᵈ張るʳハッ⌉⌈ˢたᵖauxiliary-verb:auxv-ta:terminalʳタ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
えへへ、ありがとう♪	neutral	burikko	⌈ˢえへへᵖinterjection:generalʳエヘヘ⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢありがとうᵖinterjection:generalʳアリガトウ⌉⌈ˢ♪ᵖauxiliary-symbol:generalʳキゴウ⌉
えへへ、ごめんね♪	neutral	burikko	⌈ˢえへへᵖinterjection:generalʳエヘヘ⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢごめんᵖnoun:common-nounʳゴメン⌉⌈ˢねᵖparticle:sentence-final-particleʳネ⌉⌈ˢ♪ᵖauxiliary-symbol:generalʳキゴウ⌉
えへへ、ごめんね。	neutral	burikko	⌈ˢえへへᵖinterjection:generalʳエヘヘ⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢごめんᵖnoun:common-nounʳゴメン⌉⌈ˢねᵖparticle:sentence-final-particleʳネ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
えへへ、ごめんなさい♪	neutral	burikko	⌈ˢえへへᵖinterjection:generalʳエヘヘ⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢごめんなさいᵖinterjection:generalʳゴメンナサイ⌉⌈ˢ♪ᵖauxiliary-symbol:generalʳキゴウ⌉
えへへ、内緒だよ。	neutral	burikko	⌈ˢえへへᵖinterjection:generalʳエヘヘ⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢ内緒ᵖnoun:common-nounʳナイショ⌉⌈ˢだᵖauxiliary-verb:auxv-da:terminalʳダ⌉⌈ˢよᵖparticle:sentence-final-particleʳヨ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
えへへ、失敗しちゃったぁ。テヘペロ☆	neutral	burikko	⌈ˢえへへᵖinterjection:generalʳエヘヘ⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢ失敗ᵖnoun:common-noun:suru-possibleʳシッパイ⌉⌈ˢしᵖverb:non-self-reliant:sa-irregular:conjunctiveᵇするᵈするʳシ⌉⌈ˢちゃっᵖauxiliary-verb:godan-waa:conjunctive-geminateᵇちゃうᵈちゃうʳチャッ⌉⌈ˢたぁᵖauxiliary-verb:auxv-ta:terminalʳタァ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉⌈ˢテヘペロᵖnoun:common-noun⌉⌈ˢ☆ᵖauxiliary-symbol:generalʳキゴウ⌉
えへへ、嬉しい♪	neutral	burikko	⌈ˢえへへᵖinterjection:generalʳエヘヘ⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢ嬉しいᵖadjective:general:adjective:terminalʳウレシイ⌉⌈ˢ♪ᵖauxiliary-symbol:generalʳキゴウ⌉
えへへ、照れちゃう。	neutral	burikko	⌈ˢえへへᵖinterjection:generalʳエヘヘ⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢ照れᵖverb:general:e-ichidan-ra:conjunctiveᵇ照れるᵈ照れるʳテレ⌉⌈ˢちゃうᵖauxiliary-verb:godan-waa:terminalʳチャウ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
えー、私のペン、落として端壊れちゃったんだけど。		burikko	⌈ˢえーᵖinterjection:fillerʳエー⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢ私ᵖpronounʳワタクシ⌉⌈ˢのᵖparticle:case-particleʳノ⌉⌈ˢペンᵖnoun:common-noun⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢ落としᵖverb:general:godan-sa:conjunctiveᵇ落とすᵈ落とすʳオトシ⌉⌈ˢてᵖparticle:conjunctive-particleʳテ⌉⌈ˢ端ᵖnoun:common-nounʳハシ⌉⌈ˢ壊れᵖverb:general:e-ichidan-ra:conjunctiveᵇ壊れるᵈ壊れるʳコワレ⌉⌈ˢちゃっᵖauxiliary-verb:godan-waa:conjunctive-geminateᵇちゃうᵈちゃうʳチャッ⌉⌈ˢたᵖauxiliary-verb:auxv-ta:attributiveʳタ⌉⌈ˢんᵖparticle:pre-noun-particleʳン⌉⌈ˢだᵖauxiliary-verb:auxv-da:terminalʳダ⌉⌈ˢけどᵖparticle:conjunctive-particleʳケド⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
えーと、パン粉は有ったかな？	burikko	neutral	⌈ˢえーᵖinterjection:fillerʳエー⌉⌈ˢとᵖparticle:case-particleʳト⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢパン粉ᵖnoun:common-nounʳパンコ⌉⌈ˢはᵖparticle:binding-particleʳハ⌉⌈ˢ有っᵖverb:non-self-reliant:godan-ra:conjunctive-geminateᵇ有るᵈ有るʳアッ⌉⌈ˢたᵖauxiliary-verb:auxv-ta:terminalʳタ⌉⌈ˢかᵖparticle:sentence-final-particleʳカ⌉⌈ˢなᵖparticle:sentence-final-particleʳナ⌉⌈ˢ？ᵖauxiliary-symbol:periodᵇ?ᵈ?ʳ?⌉
えーと、今日の分は終わりました。ここまでにしましょう。	kansaiben	neutral	⌈ˢえーᵖinterjection:fillerʳエー⌉⌈ˢとᵖparticle:case-particleʳト⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢ今日ᵖnoun:common-noun:adverb-possibleʳキョウ⌉⌈ˢのᵖparticle:case-particleʳノ⌉⌈ˢ分ᵖnoun:common-noun:adverb-possibleʳブン⌉⌈ˢはᵖparticle:binding-particleʳハ⌉⌈ˢ終わりᵖverb:non-self-reliant:godan-ra:conjunctiveᵇ終わるᵈ終わるʳオワリ⌉⌈ˢましᵖauxiliary-verb:auxv-masu:conjunctiveᵇますᵈますʳマシ⌉⌈ˢたᵖauxiliary-verb:auxv-ta:terminalʳタ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉⌈ˢここᵖpronounʳココ⌉⌈ˢまでᵖparticle:adverbial-particleʳマデ⌉⌈ˢにᵖparticle:case-particleʳニ⌉⌈ˢしᵖverb:non-self-reliant:sa-irregular:conjunctiveᵇするᵈするʳシ⌉⌈ˢましょうᵖauxiliary-verb:auxv-masu:volitional-presumptiveᵇますᵈますʳマショウ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
えーと、卵はまだ冷蔵庫にあったかな？	burikko	neutral	⌈ˢえーᵖinterjection:fillerʳエー⌉⌈ˢとᵖparticle:case-particleʳト⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢ卵ᵖnoun:common-nounʳタマゴ⌉⌈ˢはᵖparticle:binding-particleʳハ⌉⌈ˢまだᵖadverbʳマダ⌉⌈ˢ冷蔵庫ᵖnoun:common-nounʳレイゾウコ⌉⌈ˢにᵖparticle:case-particleʳニ⌉⌈ˢあっᵖverb:non-self-reliant:godan-ra:conjunctive-geminateᵇあるᵈあるʳアッ⌉⌈ˢたᵖauxiliary-verb:auxv-ta:terminalʳタ⌉⌈ˢかᵖparticle:sentence-final-particleʳカ⌉⌈ˢなᵖparticle:sentence-final-particleʳナ⌉⌈ˢ？ᵖauxiliary-symbol:periodᵇ?ᵈ?ʳ?⌉
えーと、時間がきました。レッスンを終りにしましょう。	kansaiben	neutral	⌈ˢえーᵖinterjection:fillerʳエー⌉⌈ˢとᵖparticle:case-particleʳト⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢ時間ᵖnoun:common-noun:counter-possibleʳジカン⌉⌈ˢがᵖparticle:case-particleʳガ⌉⌈ˢきᵖverb:non-self-reliant:ka-irregular:conjunctiveᵇくるᵈくるʳキ⌉⌈ˢましᵖauxiliary-verb:auxv-masu:conjunctiveᵇますᵈますʳマシ⌉⌈ˢたᵖauxiliary-verb:auxv-ta:terminalʳタ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉⌈ˢレッスンᵖnoun:common-noun⌉⌈ˢをᵖparticle:case-particleʳヲ⌉⌈ˢ終りᵖnoun:common-nounʳオワリ⌉⌈ˢにᵖparticle:case-particleʳニ⌉⌈ˢしᵖverb:non-self-reliant:sa-irregular:conjunctiveᵇするᵈするʳシ⌉⌈ˢましょうᵖauxiliary-verb:auxv-masu:volitional-presumptiveᵇますᵈますʳマショウ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
えーと、晩ご飯は何にしようかな。	burikko	neutral	⌈ˢえーᵖinterjection:fillerʳエー⌉⌈ˢとᵖparticle:case-particleʳト⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢ晩ご飯ᵖnoun:common-nounʳバンゴハン⌉⌈ˢはᵖparticle:binding-particleʳハ⌉⌈ˢ何ᵖpronounʳナン⌉⌈ˢにᵖparticle:case-particleʳニ⌉⌈ˢしようᵖverb:non-self-reliant:sa-irregular:volitional-presumptiveᵇするᵈするʳシヨウ⌉⌈ˢかᵖparticle:sentence-final-particleʳカ⌉⌈ˢなᵖparticle:sentence-final-particleʳナ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
おk、把握した。	neutral	netslang	⌈ˢおkᵖnoun:common-noun:suru-possibleʳオウケー⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢ把握ᵖnoun:common-noun:suru-possibleʳハアク⌉⌈ˢしᵖverb:non-self-reliant:sa-irregular:conjunctiveᵇするᵈするʳシ⌉⌈ˢたᵖauxiliary-verb:auxv-ta:terminalʳタ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
おkおk、把握した。	neutral	netslang	⌈ˢおkᵖnoun:common-noun:suru-possibleʳオウケー⌉⌈ˢおkᵖnoun:common-noun:suru-possibleʳオウケー⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢ把握ᵖnoun:common-noun:suru-possibleʳハアク⌉⌈ˢしᵖverb:non-self-reliant:sa-irregular:conjunctiveᵇするᵈするʳシ⌉⌈ˢたᵖauxiliary-verb:auxv-ta:terminalʳタ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
お互に恋愛のできないような男女が、なんの必要から友情関係を結ぶのか、筆者にはさっぱりわからんのである。	kansaiben	neutral	⌈ˢおᵖprefixʳオ⌉⌈ˢ互ᵖnoun:common-nounʳタガイ⌉⌈ˢにᵖparticle:case-particleʳニ⌉⌈ˢ恋愛ᵖnoun:common-noun:suru-possibleʳレンアイ⌉⌈ˢのᵖparticle:case-particleʳノ⌉⌈ˢできᵖverb:non-self-reliant:i-ichidan-ka:imperfectiveᵇできるᵈできるʳデキ⌉⌈ˢないᵖauxiliary-verb:auxv-nai:attributiveʳナイ⌉⌈ˢようᵖshape-word:auxiliary-verb-stemʳヨウ⌉⌈ˢなᵖauxiliary-verb:auxv-da:attributiveᵇだᵈだʳナ⌉⌈ˢ男女ᵖnoun:common-nounʳダンジョ⌉⌈ˢがᵖparticle:case-particleʳガ⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢなんᵖpronounʳナン⌉⌈ˢのᵖparticle:case-particleʳノ⌉⌈ˢ必要ᵖnoun:common-noun:pos2-unk1ʳヒツヨウ⌉⌈ˢからᵖparticle:case-particleʳカラ⌉⌈ˢ友情ᵖnoun:common-nounʳユウジョウ⌉⌈ˢ関係ᵖnoun:common-noun:suru-possibleʳカンケイ⌉⌈ˢをᵖparticle:case-particleʳヲ⌉⌈ˢ結ぶᵖverb:general:godan-ba:attributiveʳムスブ⌉⌈ˢのᵖparticle:pre-noun-particleʳノ⌉⌈ˢかᵖparticle:sentence-final-particleʳカ⌉⌈ˢ、ᵖauxiliary-symbol:comma⌉⌈ˢ筆者ᵖnoun:common-nounʳヒッシャ⌉⌈ˢにᵖparticle:case-particleʳニ⌉⌈ˢはᵖparticle:binding-particleʳハ⌉⌈ˢさっぱりᵖadverbʳサッパリ⌉⌈ˢわからᵖverb:general:godan-ra:imperfectiveᵇわかるᵈわかるʳワカラ⌉⌈ˢんᵖauxiliary-verb:auxv-nu:attributive-nasalᵇぬᵈぬʳン⌉⌈ˢのᵖparticle:pre-noun-particleʳノ⌉⌈ˢでᵖauxiliary-verb:auxv-da:conjunctiveᵇだᵈだʳデ⌉⌈ˢあるᵖverb:non-self-reliant:godan-ra:terminalʳアル⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
お互い喧嘩になったりしないかい。	sonkeigo	neutral	⌈ˢおᵖprefixʳオ⌉⌈ˢ互いᵖnoun:common-nounʳタガイ⌉⌈ˢ喧嘩ᵖnoun:common-noun:suru-possibleʳケンカ⌉⌈ˢにᵖparticle:case-particleʳニ⌉⌈ˢなっᵖverb:non-self-reliant:godan-ra:conjunctive-geminateᵇなるᵈなるʳナッ⌉⌈ˢたりᵖparticle:adverbial-particleʳタリ⌉⌈ˢしᵖverb:non-self-reliant:sa-irregular:imperfectiveᵇするᵈするʳシ⌉⌈ˢないᵖauxiliary-verb:auxv-nai:terminalʳナイ⌉⌈ˢかᵖparticle:sentence-final-particleʳカ⌉⌈ˢいᵖparticle:sentence-final-particleʳイ⌉⌈ˢ。ᵖauxiliary-symbol:period⌉
